Violet,Blue,Green,Yellow,Orange,Red,Label
654.5239226,566.1528435,2541.146595,3928.328244,4455.441809,5068.84547,0
651.3557685,679.9714631,2794.146162,3997.995793,4409.808437,4862.756619,1
635.3005851,678.9215717,2578.006196,4153.116309,4591.400777,5003.583874,0
634.3523777,551.3910877,2557.733943,4052.216335,4312.120919,4885.029007,0
627.6184101,654.4361814,2764.405844,3907.404421,4470.60323,4794.983974,0
608.0011159,561.9030714,2521.712875,4170.102302,4784.654149,4773.914871,0
631.3585105,632.997037,2737.614419,4139.494225,4731.62927,5058.573543,1
600.637641,687.9852045,2505.388672,3908.824944,4655.725958,4876.889931,0
652.4588581,625.3359896,2519.701749,3969.012187,4358.52016,5192.839743,0
607.0516491,559.0035484,2698.47313,4003.217331,4364.256674,4945.994965,0
674.648817,670.7900946,2580.708139,4030.193934,4500.903244,4925.699638,0
677.0087452,691.1685951,2539.439436,3976.716818,4489.155404,5195.614987,0
634.0951244,684.9328152,2571.244484,3966.000325,4795.5382,5165.773536,0
663.8216769,625.6196262,2607.435504,4130.535634,4692.181444,4520.242665,0
605.2441235,598.5128476,2739.905987,4089.06893,4791.398824,4610.774816,0
661.6676232,596.3075826,2525.523552,4163.048867,4595.350719,4712.186196,0
616.8070102,600.981513,2520.233834,4096.046956,4422.142787,5030.542763,0
629.9014204,612.8222642,2516.749658,3909.256896,4393.290192,4689.633954,0
606.6243292,600.0240539,2514.971672,3930.39255,4335.934888,5133.159112,0
631.1797812,638.7653384,2613.28754,4185.469151,4671.197589,5120.965354,0
659.8896156,653.4444795,2617.334951,3966.982105,4365.630014,4620.734827,0
693.8597901,555.172293,2763.867098,4056.698235,4704.123683,4813.305813,1
634.6538955,663.5726146,2608.063877,4066.982004,4744.360627,5088.114701,0
624.4027207,615.3427319,2748.565857,3945.810985,4678.976967,5113.555941,1
650.2123594,635.5400101,2755.444586,4195.392821,4695.106776,4745.478059,0
650.1904841,588.281842,2652.961494,3923.585956,4327.949636,4944.491507,0
661.6903378,562.2210199,2682.856209,4063.401192,4727.960818,4949.882684,0
627.1632826,566.0125992,2518.154028,4086.564902,4649.535025,4692.458021,0
642.1969293,604.8734051,2524.647616,3920.930936,4360.44481,4974.497098,0
621.8936238,585.5919903,2502.590386,4118.133372,4580.517093,4886.380826,0
674.2253576,673.6949854,2618.018413,3940.783095,4397.871605,5004.209433,
666.9634926,558.9774424,2615.283028,4047.370782,4687.080863,4603.467809,
648.5533906,560.7752362,2736.233082,4018.119634,4418.0807,4556.39736,
607.9004761,689.1142972,2561.414603,4186.974175,4469.871008,5171.976538,
634.3146069,559.5134256,2683.741976,4066.684016,4753.22501,4640.857734,
678.7693547,602.1578631,2791.645252,4150.815728,4655.902754,4650.429661,
601.5447658,581.506555,2660.940522,3932.537423,4726.880844,5137.595788,
633.3725254,620.371485,2500.869059,3993.272478,4542.611113,4683.515787,
668.3111846,686.677858,2671.150487,3979.583401,4764.235904,4544.971328,
662.6301672,692.2418066,2654.918014,4187.011082,4436.01063,4868.893025,
691.1192429,582.2027764,2748.03559,3941.498315,4518.87572,5112.697876,
670.4312298,624.5533274,2682.87906,3923.34852,4420.716348,4518.048909,
684.6476936,552.2294194,2665.124767,3935.901347,4593.974563,4935.547661,
674.7017697,596.4892136,2774.951233,4134.679792,4350.523387,4696.773186,
690.7505274,566.6630738,2736.945854,3930.683867,4683.971945,4963.438797,
677.309797,689.7972144,2553.065329,3906.126528,4716.81946,4831.235515,
610.864627,563.3581567,2534.538876,3950.391858,4786.255169,4700.202545,
659.9023902,677.8314232,2573.435354,4118.15052,4500.395354,4717.420395,
665.3799103,608.77378,2535.80081,4193.561448,4559.125897,4855.43806,
632.502188,579.5907623,2758.867863,3980.360488,4569.340416,4886.025889,
696.3256972,590.4363271,2579.715323,3992.996935,4578.648817,4764.732502,
624.576506,651.4268677,2578.388294,4188.445877,4548.788364,4799.440612,
656.7792073,641.9557689,2742.097976,4164.235025,4379.989154,4562.423848,
631.3134601,641.1029117,2613.621527,4177.662829,4328.506743,5195.811138,
666.6958072,642.572494,2544.365732,3908.698853,4586.235162,4520.987093,
671.1533976,582.1057516,2576.556091,4187.577901,4390.945279,5058.919614,
604.004265,596.3739049,2790.127736,3980.097059,4360.937781,4925.16446,
664.535244,681.1636943,2769.198758,3915.953267,4679.756608,5101.232775,
648.1723192,561.2644743,2527.216368,3960.064749,4689.143345,4785.095696,
682.7041645,572.1951952,2719.87443,3944.967524,4719.215172,4881.756864,
696.1168135,561.3242893,2780.150018,4007.827225,4333.465198,5176.153448,
664.9452905,613.0925233,2678.932218,4004.126531,4408.813311,4526.488908,
615.3425432,606.0073357,2763.044507,4032.344494,4618.884902,4771.464677,
683.719603,664.9475912,2537.675281,3927.798342,4630.159141,4764.369269,
610.7792347,643.5716445,2686.48017,4173.488231,4603.06588,4839.7419,
657.6740988,697.3151744,2655.570486,4004.610518,4791.437157,5194.407198,
689.6157435,661.2370514,2699.42099,4120.008809,4517.958157,4779.742522,
621.7891212,682.2444992,2782.620899,4184.686458,4353.221416,4540.582727,
616.3723956,629.1210881,2520.924428,3903.043725,4345.840013,4925.204511,
605.6085496,648.7150645,2672.745968,3922.150608,4420.784624,4745.836525,
612.6738676,660.9112959,2633.703947,3905.283485,4640.85414,5116.583159,
613.9821022,671.6280677,2575.857902,3907.315695,4565.361791,5154.398272,
676.9328504,610.7128468,2715.343278,4044.396787,4520.587896,5159.65258,
657.877839,667.541455,2714.442115,3942.649855,4646.459267,4775.554267,
612.7767835,646.1356596,2649.252545,3919.191755,4561.768587,4720.177894,
685.4891948,551.3522665,2560.775644,4164.181288,4409.02485,4722.382779,
634.3963688,670.0116096,2671.325339,4143.971537,4343.089803,4634.496241,
662.9501672,559.5795182,2722.888695,4081.019219,4699.222127,4612.416327,
673.7930806,663.5559278,2764.393328,4028.772611,4393.74139,4712.122093,
632.0757065,616.3010049,2608.56543,4087.680017,4769.413273,4700.832814,
624.4599449,688.1280923,2777.864974,3992.982369,4338.237679,5046.614575,
613.0745166,619.2222728,2632.050751,4081.500554,4363.510264,4919.330897,
613.2125676,567.3004881,2632.322004,3981.329825,4772.053464,4861.650115,
644.5291982,596.2882199,2640.879262,4133.83295,4384.406435,4515.715673,
670.872914,640.7724583,2624.104019,4174.43107,4538.590389,5141.355223,
649.6906772,689.1329707,2711.095296,4108.392726,4302.296802,4878.153512,
641.2970393,644.2194877,2663.060711,3964.799402,4576.052419,5103.924177,
600.4939322,568.7626237,2732.521213,3906.115906,4371.316389,4724.287501,
690.4750038,642.1233382,2504.769379,3993.418324,4396.386004,4692.827591,
602.6710248,674.5960242,2729.283467,4116.347155,4711.358686,5035.180718,
612.0566996,607.6497396,2508.376962,3900.391345,4303.498988,4617.448968,
615.0435728,627.3241001,2625.664753,4078.143784,4438.490456,4914.978945,
658.514026,568.2385495,2523.578085,3909.619874,4384.084202,4866.91983,
684.1368646,595.9618016,2557.348164,3919.535822,4773.005011,4671.336352,
662.5404183,581.0010254,2572.522931,4123.023779,4378.001908,5076.220596,
609.3985419,696.9696582,2695.966224,3985.23429,4733.616399,4521.097892,
676.0938378,684.4265455,2685.662395,4116.22365,4531.925003,5031.220497,
600.7141975,579.022878,2527.435532,3950.379777,4771.124056,5094.602555,
613.7283073,649.1088127,2511.546907,3944.448918,4392.382051,4951.753357,
685.6553283,678.0063556,2648.211422,4134.263234,4437.326907,5177.165819,
699.0529334,562.6673573,2598.938025,3980.48963,4407.961409,5036.915231,
636.505444,573.1025914,2549.506599,4168.009191,4772.894904,4862.227171,
601.8373397,612.8958735,2536.625545,4185.554356,4435.090174,5125.557261,
689.5191698,666.3298121,2772.646278,3905.004113,4779.644362,4552.676844,
628.5133463,623.2175705,2791.17152,4070.433986,4436.98517,4590.358352,
615.5192061,590.3217745,2630.166832,4018.771038,4512.623246,4930.072488,
644.6805398,551.8035006,2510.281268,4019.631134,4789.725041,4879.938238,
691.2387046,598.6238531,2587.154957,4163.692154,4689.572096,4776.088475,
688.2325967,613.8502712,2639.913395,4027.479355,4527.605021,4986.79719,
609.5578228,660.0190475,2539.005256,4048.958614,4429.829242,4914.166673,
622.7618178,693.2676567,2518.90285,3954.974148,4612.120994,4703.984043,
613.7187422,578.3400195,2786.985115,3988.983928,4418.601438,4962.110269,
600.4295968,561.7252702,2592.875309,3967.191212,4647.644699,4990.162327,
685.1815286,633.8589394,2671.099715,4059.276098,4729.443172,4812.442087,
638.3381236,639.3038099,2591.511992,3930.332334,4485.969684,4655.508718,
664.3226628,666.498434,2629.010216,4086.318458,4439.53733,4834.633446,
631.474159,674.0754856,2722.94838,3943.293357,4334.132547,4872.495577,
674.3955283,675.3600429,2716.198895,4166.286784,4381.426689,4640.867891,
688.1961532,619.2938403,2556.11495,4117.464677,4741.776319,5058.607876,
684.2972323,630.7069423,2562.876722,4059.133637,4721.651197,4650.738215,
671.6725877,679.4002476,2641.379299,4038.151209,4771.264107,4939.839812,
680.638662,610.2310308,2596.418304,4013.64182,4659.484744,4635.144831,
648.9986781,568.1156198,2541.975967,4184.158614,4615.471694,4807.058975,
670.7761623,629.4469566,2695.728077,4133.455282,4609.008939,4851.461153,
648.5372469,566.5224468,2774.964957,4029.785578,4513.499129,4520.500293,
651.0426361,694.5554304,2582.605084,4123.023432,4358.401274,5038.531363,
676.5719495,631.1149387,2550.795475,4179.036142,4404.104257,4513.832453,
660.1611188,641.10566,2640.65647,4078.894075,4661.729354,4785.677455,
659.7613852,613.856444,2536.552483,4004.985998,4573.372803,4588.969391,
608.1496582,593.4185758,2703.044868,4037.112665,4549.607543,4540.934771,
607.3606131,600.6815169,2600.821346,4195.4879,4675.831961,4952.571714,
688.2865343,626.7834902,2612.860844,4165.128644,4422.880911,4614.802294,
665.8603851,588.3427348,2547.280969,3982.981735,4449.354374,4504.133029,
622.8651996,650.5176688,2794.499681,3976.844634,4609.586327,5180.280641,
649.2171259,595.1540412,2679.129092,4063.014845,4364.885383,4886.553564,
614.9064184,588.7823327,2658.61357,4144.013009,4659.267121,4850.573519,
689.3981324,692.6075048,2638.706619,3986.279205,4763.183549,4847.42974,
687.7330049,581.9856888,2534.320384,3937.294658,4587.051507,4826.460561,
637.4038623,663.1922733,2636.680632,4111.808499,4764.753962,5074.325993,
603.9847501,694.9282958,2766.390478,4091.632138,4305.477049,5184.081086,
638.5528282,609.9488233,2653.086428,4065.489102,4779.446724,5098.781007,
647.6705429,681.6723314,2616.963353,3914.748755,4453.7174,4724.14677,
646.1295579,623.220038,2712.02241,4010.189111,4770.7197,4687.731266,
674.539555,686.3609971,2675.365763,4171.950989,4328.341536,4889.715548,
600.2961361,572.9734386,2622.247387,3970.033761,4567.656886,4718.124328,
670.8634397,638.0590817,2571.757372,3919.217676,4301.684597,4632.35099,
649.1203689,642.4703276,2536.832804,3939.909462,4457.090416,4561.498606,
640.8793333,592.3478658,2689.177115,3965.926624,4627.126879,4635.427892,
609.4600046,687.7540191,2667.471878,4025.292381,4355.223653,4886.921093,
611.1280571,585.4033684,2541.596237,3998.471999,4473.221051,5150.129683,
688.8316655,668.5066728,2522.3411,4025.939187,4498.362179,4789.05145,
697.3954146,585.6842744,2532.572917,4140.008732,4322.406289,5171.969421,
680.1644262,694.0893846,2729.724602,4082.469622,4794.520796,4893.789268,
649.5888053,587.9561931,2558.788363,4047.820359,4655.442138,5191.33308,
633.4619654,583.0247836,2603.584114,3927.481879,4615.800534,4764.731747,
688.7362939,613.9791172,2767.232202,3967.26887,4698.464781,5100.796871,
642.7096258,638.328952,2527.509847,3975.174869,4596.885704,4864.405557,
691.4054034,649.4939117,2649.895765,4090.440793,4343.180244,4528.565037,
675.1563774,598.5635076,2519.947195,4176.977071,4327.180275,4547.55981,
657.3534392,615.8797861,2508.210624,3914.909791,4419.276428,4589.110914,
663.0328815,621.4621256,2532.999158,4030.62951,4750.939253,4896.083814,
673.0643616,697.1440102,2676.46266,4050.948432,4565.796849,4924.40105,
676.4317086,640.0935964,2716.775748,4030.564484,4623.262315,4623.686811,
687.6476104,587.7535167,2606.945247,3991.003734,4783.879818,4634.604093,
609.7864423,654.0684895,2528.807344,3959.815913,4603.527485,4996.797669,
689.0527514,640.3962281,2758.736017,4102.787161,4692.499253,4875.653722,
600.4447436,579.7916702,2631.617406,4067.487376,4492.564747,4952.801036,
658.567411,664.9496537,2552.390415,4050.934402,4491.337468,5184.038783,
693.6083615,683.9105426,2633.058896,4125.457977,4754.701575,4761.322481,
611.6290624,628.7681521,2602.337541,4154.820848,4393.115773,4646.12149,
653.0430923,562.6427824,2572.230874,4090.365789,4355.537943,4925.141274,
688.9757592,623.6028506,2594.052318,4128.642116,4777.263183,4952.118646,
648.5319558,615.7272805,2555.914618,4032.940289,4544.0599,5102.792022,
671.6455874,643.0499011,2526.93209,3933.528441,4587.794642,4823.160225,
654.5449336,555.7018387,2673.785854,4088.693362,4540.96369,4612.368889,
675.437888,669.024393,2587.410777,4052.282491,4418.99622,4634.879236,
680.8697089,560.0009927,2558.758739,4192.434561,4587.545219,4908.249518,
695.0021651,565.0058808,2763.620144,4167.435185,4407.018388,4616.866749,
664.6125492,577.0515323,2534.965,4009.600214,4501.18754,4562.866922,
668.3768075,632.034137,2795.78763,3963.824872,4759.495266,4965.613161,
674.3478279,606.7686118,2642.430499,3931.878516,4741.892063,4811.572263,
666.8228338,659.2323704,2585.692988,4078.106024,4485.265122,5056.94634,
607.353449,698.9106447,2732.808813,3902.211137,4744.474209,5104.887482,
669.7593742,682.7488125,2639.693364,4011.467535,4341.510802,5198.05299,
686.9829859,550.0105391,2703.993017,4096.46402,4505.906521,4833.457859,
638.8271006,617.8085571,2508.027952,4027.585916,4352.902646,4530.177885,
655.6122208,641.6930569,2721.649676,3977.075783,4663.129469,4999.277053,
650.3764522,683.9154372,2733.815561,4048.458049,4680.753582,4966.931293,
697.811221,567.5606266,2760.796977,4070.356564,4360.075631,5179.230593,
683.9966644,559.347497,2583.421767,4022.888996,4613.404383,5143.372166,
641.5151691,656.7250241,2791.262426,4030.641607,4617.690972,5131.088534,
687.1583689,571.4073896,2560.179266,4086.2784,4687.514594,4672.76771,
636.945221,601.1646183,2636.916851,3951.247113,4672.802982,4568.584543,
689.0269413,562.314125,2734.456795,4154.60335,4525.43869,4923.727687,
635.4470041,663.8643185,2676.832257,4083.470987,4721.585326,4819.891533,
688.2789713,624.0358975,2686.855195,4068.649531,4660.830438,4882.738935,
678.4441413,616.9528924,2773.57239,3925.976115,4799.468678,5009.306765,
655.8406673,571.4236198,2751.291079,4117.574203,4508.689845,4691.21948,
631.4707579,637.254406,2706.80748,4159.16029,4405.429363,4854.726133,
642.5049739,585.9550122,2727.256975,4137.573572,4492.939946,4722.638061,
648.0925151,591.7758877,2547.410853,4018.622404,4442.728024,4670.13545,
664.2519657,693.5385604,2555.900659,4172.855074,4584.370222,4635.461531,
670.4238441,647.7369186,2599.569078,4056.470601,4312.381719,4515.591045,
679.8524335,566.1718388,2706.642113,4132.507707,4695.746971,4996.628327,
694.6537898,594.7029707,2798.746333,4066.334179,4628.044244,5161.744151,
622.463723,697.2277146,2551.186476,4182.318055,4778.480009,4622.51031,
605.4309814,590.2312674,2663.802913,4132.555944,4601.879713,4721.267338,
643.335256,676.4168627,2687.839817,3981.764415,4557.267211,5121.880353,
617.429594,673.0102487,2554.357564,3929.179102,4315.657403,4507.123101,
696.744686,683.2056316,2514.90561,4101.062079,4788.310663,4654.186286,
608.40586,603.8297405,2719.954954,4080.643267,4525.685405,5138.962552,
600.3177265,626.5119589,2543.338276,4051.394969,4584.107357,4949.519156,
620.6933823,601.0280736,2598.242278,4084.489458,4595.594868,4981.546872,
616.6437807,647.8341211,2730.591299,4018.729911,4498.132081,4984.484159,
623.7672996,692.3324068,2540.725706,4053.454645,4320.715379,4718.686713,
632.1770065,692.2483447,2562.20237,4046.802765,4522.337635,5074.593856,
601.7480215,668.2773063,2662.237056,3913.64293,4556.925222,4811.936749,
649.136493,648.9834231,2651.611072,4122.557912,4771.924822,5059.527572,
643.7726417,563.5469103,2780.070411,4013.51289,4679.461165,5062.655388,
680.423628,639.3690371,2597.496095,4124.504376,4538.235894,4860.913426,
648.0094642,613.6025261,2552.805274,3984.166979,4738.835623,5111.698835,
648.9586701,640.9422446,2715.306193,3942.00705,4591.526766,4636.500039,
606.3337718,559.5852507,2781.959841,4056.055314,4375.058008,4952.614591,
658.3782159,596.8500657,2701.643245,4019.116863,4409.757881,4668.574546,
638.6375845,555.0251881,2604.016834,4065.612605,4579.22002,4546.770329,
658.1939747,621.3786565,2698.580547,4135.829275,4395.013905,5173.05599,
653.5061343,687.1776266,2693.699184,3946.040822,4326.091001,4510.535545,
619.6362583,629.1568428,2544.301583,3921.940109,4577.419524,5186.897907,
616.2861126,573.4897247,2549.101187,3923.546883,4659.200367,4812.385704,
651.0119254,640.7715399,2764.921433,3936.574665,4445.127629,4543.639434,
614.3533097,560.1948037,2555.525989,4130.603208,4748.838559,4862.79021,
684.4631942,584.3134864,2628.511914,4010.487343,4648.023913,5161.066478,
621.7886251,662.9505695,2655.95155,4128.022355,4740.434752,4666.23472,
693.9693628,554.0728019,2668.454274,4167.135686,4383.495583,4797.669941,
632.6896111,635.1386442,2748.096147,4017.504455,4610.675396,5175.60636,
682.8470631,672.0103397,2786.528364,3954.935919,4635.214158,5014.917547,
681.9551375,652.1527012,2599.017636,3910.407663,4360.094486,4698.599445,
683.8235975,685.2028996,2634.984167,4196.560903,4316.894394,5101.615294,
652.8556842,696.3187926,2763.166453,3948.400525,4476.687635,4540.604771,
644.4116035,616.1640383,2598.01016,4174.319494,4547.278159,4997.166182,
666.4641357,674.7672126,2577.410603,4130.772432,4505.283656,4538.95972,
687.064908,695.8450469,2535.092859,4052.493903,4677.783063,4576.990658,
603.3863535,616.1646513,2538.935069,4191.480736,4770.076629,5153.183753,
698.3758271,653.9553705,2710.742645,4011.393655,4332.052971,4810.416229,
654.2987352,631.0243111,2735.885211,4080.422819,4773.506777,4941.852919,
687.8837483,568.4029453,2744.064467,4193.281306,4415.62159,5138.915408,
667.6367762,658.7598979,2705.736873,4139.015672,4564.813492,5028.247379,
650.3554191,686.0560506,2537.083071,4155.667565,4387.522867,5034.916186,
645.9332366,640.9095523,2609.211858,4020.583521,4665.037326,5168.589814,
687.8798807,641.4597696,2790.329728,4090.241444,4688.63226,5128.952687,
622.656559,565.189995,2748.477739,4027.340996,4663.548078,5155.723654,
629.6532426,596.8300237,2664.908903,4065.774488,4620.20023,4917.654387,
616.1174638,612.6862671,2610.716622,3924.079388,4418.153937,5196.037851,
690.9303861,668.6180309,2540.543877,4065.101757,4326.919174,4973.587447,
682.2280589,686.7103153,2544.161514,3991.458618,4689.935894,4841.059894,
654.9174168,681.7324898,2796.487278,3905.745688,4475.661886,4874.252773,
674.7817765,695.5019762,2708.542928,3981.980543,4775.568977,5135.3695,
645.7424512,659.975655,2667.47202,4198.168314,4494.650167,5117.178223,
689.3269565,607.8999752,2718.265231,4173.794903,4752.063537,4557.016641,
603.3341558,635.8614168,2502.787065,3959.498517,4310.340071,5054.589881,
619.0829413,692.8123951,2731.067884,4144.97206,4513.025053,4710.152711,
668.0290474,678.7773504,2761.537882,4169.118745,4721.793381,4839.605857,
648.854051,559.8000935,2637.094311,4078.666591,4355.041733,4740.648982,
626.4065147,637.027051,2630.617325,4024.530055,4327.106503,4681.786933,
624.4178041,656.3642626,2697.65522,3935.754402,4364.609567,4554.578034,
673.5240089,633.4224992,2750.311357,3931.83734,4428.280745,4537.886817,
665.6553902,591.6154873,2712.73909,3939.088656,4561.998637,4532.12308,
610.1305688,620.3402635,2713.193909,4080.403922,4402.458488,4933.150569,
669.9150113,597.2243005,2741.436594,3953.406729,4420.65286,4916.310978,
686.8232914,672.800256,2677.02524,3900.686352,4772.266022,5054.733831,
639.9328429,681.0174247,2702.318898,3972.709682,4384.222362,5102.787361,
632.6641002,598.7727541,2620.052026,4129.051836,4382.033894,4981.803244,
664.3316619,673.2030289,2613.564079,3933.570198,4729.741637,4999.228174,
657.5010315,661.1706838,2726.101219,4066.526433,4700.45613,4969.242188,
653.5107481,652.8889175,2786.555152,4088.325687,4709.565998,4632.275733,
675.147543,583.2370749,2624.934944,4137.262079,4499.980932,4531.576474,
620.1045342,556.4294254,2691.74896,3975.527586,4509.941975,4620.285367,
688.4455866,601.1521165,2561.537075,4138.61606,4312.234992,4527.845681,
652.9818636,690.0050553,2680.664382,4080.353018,4621.933109,5145.351403,
621.9257237,682.7356577,2514.646595,4143.611922,4316.295896,4790.529728,
659.4666557,579.5192921,2738.827364,3963.296465,4387.206759,4929.689245,
694.1056449,649.234742,2564.469513,4174.07694,4490.098375,4524.487599,
622.7345099,686.0329807,2760.69642,4074.740601,4580.393135,4500.762042,
612.6862113,582.1961451,2748.045889,4016.284285,4459.037735,4683.244975,
629.6523983,614.2267065,2557.721895,4070.243502,4628.832858,4979.905608,
635.3740391,693.5185789,2573.121573,4124.481514,4495.113766,5091.329643,
637.198398,656.140898,2603.696588,4163.147372,4675.263958,4804.097734,
640.0660698,605.9406774,2632.975089,4014.092221,4336.356221,4808.19654,
660.6526773,595.7176242,2621.993127,3930.303542,4538.440071,4704.687239,
601.6282554,682.6623571,2563.093194,4105.093289,4377.195151,5182.021111,
650.266235,683.711229,2717.947325,4049.153894,4603.607123,4744.502168,
652.6214561,669.5372776,2582.102778,3987.805079,4474.075943,5113.181008,
609.331915,581.002061,2590.827729,4005.456718,4663.373751,5120.427691,
605.192619,561.7838772,2504.345817,3958.002038,4313.14464,4828.136095,
624.3382619,687.9875299,2714.750092,4046.59372,4339.037129,4871.046277,
666.6050369,641.1568926,2625.865445,3933.239294,4708.30722,4674.513206,
650.9178399,670.6199008,2652.949009,3990.810001,4730.963311,4540.176023,
673.0756828,685.131954,2639.213011,4040.809191,4376.907065,5173.256444,
687.6254676,623.2943916,2622.12296,3937.972894,4762.71264,4503.906786,
618.6388406,598.6091547,2515.055982,3943.361057,4664.684718,4837.595723,
633.8064749,585.515057,2635.258962,3955.635297,4462.127406,4684.780038,
683.0077174,654.454007,2600.061218,4074.069748,4443.919102,4684.779463,
625.9901265,651.5620053,2655.947965,3923.02612,4327.922628,4681.109824,
643.9927419,592.6433675,2703.630355,4184.873864,4686.977545,4945.297306,
675.358147,662.0224907,2675.809346,4131.916901,4496.244129,4923.703083,
624.7432874,593.5303295,2505.799779,4004.192901,4370.897876,4788.074296,
615.306835,674.351337,2721.759859,3929.661092,4710.316544,4658.978126,
610.6941348,649.416394,2786.372832,4144.369338,4611.626392,4729.788125,
627.7368002,615.1565288,2605.088663,4163.327757,4303.077247,4987.514463,
633.8063107,595.7475505,2694.43021,4176.343883,4746.536891,5198.025529,
607.2883891,569.4427936,2794.470469,3927.072687,4643.079329,5150.275361,
614.1816371,682.6623481,2505.928588,4002.805769,4419.153044,5189.194801,
684.6597902,669.1767395,2770.08342,4134.031416,4718.255386,4724.765285,
674.2745576,649.6741427,2586.755107,4001.21167,4754.31853,4522.575686,
669.6357728,581.3154724,2747.244807,3965.469679,4349.821151,4933.654072,
610.3814783,669.8592705,2770.877536,3993.753854,4440.794583,4504.747359,
649.5871666,698.2723365,2721.382225,3993.215945,4600.20375,5047.175879,
611.1533125,636.8993934,2761.111366,4106.932875,4421.485125,4739.905576,
654.5439788,560.1359039,2623.13452,3971.253419,4544.486778,5064.246612,
637.7847952,627.6967217,2528.379367,4172.728558,4403.815297,4767.445166,
666.0280265,663.7559953,2551.920824,4055.213928,4797.669056,4995.326585,
608.0567301,556.4962145,2647.346669,4033.978932,4543.399283,4616.123785,
636.0656505,682.1082913,2723.305654,4025.031315,4753.677404,4566.014812,
618.1326261,691.9880848,2530.254717,4016.411421,4444.612431,4551.160803,
619.4608005,612.6227847,2587.877968,4110.641554,4419.856589,5171.637834,
630.5462202,573.2373187,2666.652526,4137.163107,4521.936147,5197.073105,
643.6586698,595.6661759,2573.953102,4188.247575,4411.440479,4776.926427,
622.4524553,590.5037004,2625.532444,4199.320794,4755.515202,4885.298822,
659.6335816,561.8717859,2672.990811,4169.451694,4531.655284,4778.877499,
610.4461115,647.8354583,2797.510002,4103.421845,4514.238797,4958.360925,
658.8745529,661.7582365,2692.261086,4051.102856,4769.020738,4923.740506,
663.8923748,655.3986121,2758.284727,4013.898725,4656.061442,4866.464305,
636.3489439,615.201381,2706.279286,3968.055344,4789.501802,5182.969657,
628.9513801,600.7649979,2798.9334,4136.691158,4697.460774,4942.658212,
681.1450786,617.2139876,2749.184066,3937.998994,4556.634064,5001.151877,
624.8146353,629.7850488,2614.662905,4140.528373,4635.430386,5188.001429,
693.6821329,636.4408531,2524.055856,4024.147453,4390.422512,5196.941831,
652.0386194,682.7924043,2694.475456,4039.876077,4347.640439,5177.47456,
662.0111409,573.4004735,2619.510119,4164.751484,4569.50696,4880.573248,
644.245252,577.561793,2574.769239,3985.533466,4564.754755,4891.886162,
641.5145682,685.8520483,2591.542956,4094.930904,4444.390973,4678.676015,
635.818311,670.8876268,2661.677967,4077.019084,4415.570871,4571.362375,
664.4644489,697.020809,2530.516726,3956.359838,4304.692679,5086.812384,
648.1342369,620.2795713,2772.564858,4025.144246,4572.069003,4989.306203,
607.9050256,626.4123799,2646.06949,4156.764085,4607.202385,4582.190677,
660.6872939,574.6269719,2619.707658,4059.707204,4737.605513,4961.326952,
678.762579,568.9037506,2657.492252,4169.84393,4354.542206,4944.199907,
608.0846011,611.68483,2713.79017,3930.126719,4704.973408,4946.466505,
689.8068922,643.2731789,2624.382246,4094.267435,4544.634458,4565.628718,
663.7323076,692.5392278,2642.912931,4080.841498,4595.741342,4657.683218,
666.8433067,573.4827578,2732.275423,3963.915813,4384.561788,5008.026933,
625.6189214,574.4149947,2687.733111,3975.224244,4431.489053,5090.749684,
639.7420827,565.6867946,2558.15629,4008.921125,4737.267139,4919.839158,
625.8113256,603.7641455,2766.262022,4170.159177,4523.976077,4688.196019,
655.3815498,576.8271401,2757.910676,3969.592862,4384.052634,4518.706008,
632.2430878,633.2746828,2747.358587,4141.274262,4312.204109,4760.053877,
649.1869875,619.9078362,2512.51414,4085.100548,4589.01646,4709.166192,
643.5666045,570.4949549,2589.916231,4128.412431,4317.651265,4688.650007,
699.6268511,617.0418851,2545.835462,4165.868455,4315.69019,4581.224457,
625.0855043,663.9512418,2769.492888,3967.026146,4636.649566,5073.150066,
694.8929805,681.1472991,2618.120891,4181.088695,4518.447859,4613.765751,
630.9820869,652.1664134,2780.216495,4184.216769,4599.541553,5164.211898,
640.401826,556.1548666,2588.147662,3909.581846,4732.256484,4802.78247,
609.2808541,570.668754,2572.59136,3966.902713,4733.870024,5034.923693,
634.4714492,607.717027,2678.45956,4060.536219,4466.777862,5098.277803,
626.5644014,690.0910269,2616.950237,4104.919623,4437.504896,4519.570412,
694.0613153,630.095549,2701.351989,4082.260497,4675.436632,5186.92548,
672.7669652,678.5981773,2797.552852,4127.83812,4373.020512,4728.413679,
602.8786105,654.1826447,2787.627077,4118.714127,4668.377103,4622.227443,
635.5409547,636.1974172,2637.983582,4150.117438,4707.722003,4726.766221,
646.1684496,651.0938827,2678.567942,3940.316189,4309.745896,4587.575917,
622.3276033,617.3706237,2660.359466,4197.116995,4658.673593,5186.040236,
605.3737798,645.5311279,2788.11457,3980.97693,4774.70373,5131.563982,
619.4648419,660.0927277,2552.458368,3931.542315,4457.056334,4744.135962,
639.896227,592.5876182,2594.173574,4115.483939,4772.323364,4561.452141,
627.95344,639.423877,2748.530376,4134.645761,4578.619365,4525.393473,
666.9371774,677.3482748,2519.639371,4008.229689,4429.025624,4802.817576,
630.6070908,694.9882895,2538.979885,3965.230847,4746.696891,4935.194272,
639.8162377,603.4134069,2693.971928,4119.927368,4665.850547,5170.722876,
